
SINGLE LINES:

Name,Layer
CPT_190_P14,BM11
CPT_190_P23,BM11
CPT_190_P32,BM11
CPT_190_P41,BM11
CPT_190_P50,BM11
CPT_190_S05,BM11
CPT_190_S14,BM11
CPT_190_S23,BM11
CPT_190_S32,BM11
CPT_190_S41,BM11
CPT_190_S50,BM11
CPT_194_P05,BM11
CPT_194_P14,BM11
CPT_194_P23,BM11
CPT_194_P32,BM11
CPT_194_P41,BM11
CPT_194_P50,BM11
CPT_194_S05,BM11
CPT_194_S14,BM11
CPT_194_S23,BM11
CPT_194_S32,BM11
CPT_194_S41,BM11
CPT_194_S50,BM11
CPT_293_P05,BM11
CPT_293_P14,BM11
CPT_293_P23,BM11
CPT_293_P32,BM11
CPT_293_P41,BM11
CPT_293_P50,BM11
CPT_293_S05,BM11
CPT_293_S14,BM11
CPT_293_S23,BM11
CPT_293_S32,BM11
CPT_293_S41,BM11
CPT_293_S50,BM11
CPT_313_P05,BM11
CPT_313_P14,BM11
CPT_313_P23,BM11
CPT_313_P32,BM11
CPT_313_P41,BM11
CPT_313_P50,BM11
CPT_313_S05,BM11
CPT_313_S14,BM11
CPT_313_S23,BM11
CPT_313_S32,BM11
CPT_313_S41,BM11
CPT_313_S50,BM11
CPT_318_P05,BM11
CPT_318_P14,BM11
CPT_318_P23,BM11
CPT_318_P32,BM11
CPT_318_P41,BM11
CPT_318_P50,BM11
CPT_318_S05,BM11
CPT_318_S14,BM11
CPT_318_S23,BM11
CPT_318_S32,BM11
CPT_318_S41,BM11
CPT_318_S50,BM11
CPT_319_P05,BM11
CPT_319_P14,BM11
CPT_319_P23,BM11
CPT_319_P32,BM11
CPT_319_P41,BM11
CPT_319_P50,BM11
CPT_319_S05,BM11
CPT_319_S14,BM11
CPT_319_S23,BM11
CPT_319_S32,BM11
CPT_319_S41,BM11
CPT_319_S50,BM11
CPT_041_P05,BM12
CPT_041_P14,BM12
CPT_041_P23,BM12
CPT_041_P32,BM12
CPT_041_P41,BM12
CPT_041_P50,BM12
CPT_041_S05,BM12
CPT_041_S14,BM12
CPT_041_S23,BM12
CPT_041_S32,BM12
CPT_041_S41,BM12
CPT_041_S50,BM12
CPT_042_P05,BM12
CPT_042_P14,BM12
CPT_042_P23,BM12
CPT_042_S05,BM12
CPT_042_S14,BM12
CPT_042_S23,BM12
CPT_042_S32,BM12
CPT_042_S41,BM12
CPT_042_S50,BM12
CPT_049_P05,BM12
CPT_049_P14,BM12
CPT_049_P23,BM12
CPT_049_P32,BM12
CPT_049_P41,BM12
CPT_049_P50,BM12
CPT_049_S05,BM12
CPT_049_S14,BM12
CPT_049_S23,BM12
CPT_049_S32,BM12
CPT_049_S41,BM12
CPT_049_S50,BM12
CPT_074_P05,BM12
CPT_074_P14,BM12
CPT_074_P23,BM12
CPT_074_P32,BM12
CPT_074_P41,BM12
CPT_074_P50,BM12
CPT_074_S05,BM12
CPT_074_S14,BM12
CPT_074_S23,BM12
CPT_074_S32,BM12
CPT_074_S41,BM12
CPT_074_S50,BM12
CPT_083_P05,BM12
CPT_083_P14,BM12
CPT_083_P23,BM12
CPT_083_P32,BM12
CPT_083_P41,BM12
CPT_083_P50,BM12
CPT_083_S05,BM12
CPT_083_S14,BM12
CPT_083_S23,BM12
CPT_083_S32,BM12
CPT_083_S41,BM12
CPT_083_S50,BM12
CPT_089_P05,BM12
CPT_089_P14,BM12
CPT_089_P23,BM12
CPT_089_P32,BM12
CPT_089_P41,BM12
CPT_089_P50,BM12
CPT_089_S05,BM12
CPT_089_S14,BM12
CPT_089_S23,BM12
CPT_089_S32,BM12
CPT_089_S41,BM12
CPT_089_S50,BM12
CPT_090_P05,BM12
CPT_090_P14,BM12
CPT_090_P23,BM12
CPT_090_P32,BM12
CPT_090_P41,BM12
CPT_090_P50,BM12
CPT_090_S05,BM12
CPT_090_S14,BM12
CPT_090_S23,BM12
CPT_090_S32,BM12
CPT_090_S41,BM12
CPT_090_S50,BM12
CPT_102_P05,BM12
CPT_102_P14,BM12
CPT_102_P23,BM12
CPT_102_P32,BM12
CPT_102_P41,BM12
CPT_102_P50,BM12
CPT_102_S05,BM12
CPT_102_S14,BM12
CPT_102_S23,BM12
CPT_102_S32,BM12
CPT_102_S41,BM12
CPT_102_S50,BM12
CPT_150_P05,BM12
CPT_150_P14,BM12
CPT_150_P23,BM12
CPT_150_P32,BM12
CPT_150_P41,BM12
CPT_150_P50,BM12
CPT_150_S05,BM12
CPT_150_S14,BM12
CPT_150_S23,BM12
CPT_150_S32,BM12
CPT_150_S41,BM12
CPT_150_S50,BM12
CPT_153_P05,BM12
CPT_153_P14,BM12
CPT_153_P23,BM12
CPT_153_P32,BM12
CPT_153_P41,BM12
CPT_153_P50,BM12
CPT_153_S05,BM12
CPT_153_S14,BM12
CPT_153_S23,BM12
CPT_153_S32,BM12
CPT_153_S41,BM12
CPT_153_S50,BM12
CPT_170_P05,BM12
CPT_170_P14,BM12
CPT_170_P23,BM12
CPT_170_P32,BM12
CPT_170_P41,BM12
CPT_170_P50,BM12
CPT_170_S05,BM12
CPT_170_S14,BM12
CPT_170_S23,BM12
CPT_170_S32,BM12
CPT_170_S41,BM12
CPT_170_S50,BM12
CPT_223_P05,BM12
CPT_223_P14,BM12
CPT_223_P23,BM12
CPT_223_P32,BM12
CPT_223_P41,BM12
CPT_223_P50,BM12
CPT_223_S05,BM12
CPT_223_S14,BM12
CPT_223_S23,BM12
CPT_223_S32,BM12
CPT_223_S41,BM12
CPT_223_S50,BM12
CPT_235_P05,BM12
CPT_235_P14,BM12
CPT_235_P23,BM12
CPT_235_P32,BM12
CPT_235_P41,BM12
CPT_235_P50,BM12
CPT_235_S05,BM12
CPT_235_S14,BM12
CPT_235_S23,BM12
CPT_235_S32,BM12
CPT_235_S41,BM12
CPT_235_S50,BM12
CPT_238_P05,BM12
CPT_238_P14,BM12
CPT_238_P23,BM12
CPT_238_P32,BM12
CPT_238_P41,BM12
CPT_238_P50,BM12
CPT_238_S05,BM12
CPT_238_S14,BM12
CPT_238_S23,BM12
CPT_238_S32,BM12
CPT_238_S41,BM12
CPT_238_S50,BM12
CPT_280_P05,BM12
CPT_280_P14,BM12
CPT_280_P23,BM12
CPT_280_P32,BM12
CPT_280_P41,BM12
CPT_280_P50,BM12
CPT_280_S05,BM12
CPT_280_S14,BM12
CPT_280_S23,BM12
CPT_280_S32,BM12
CPT_280_S41,BM12
CPT_280_S50,BM12
CPT_289_P05,BM12
CPT_289_P14,BM12
CPT_289_P23,BM12
CPT_289_P32,BM12
CPT_289_P41,BM12
CPT_289_P50,BM12
CPT_289_S05,BM12
CPT_289_S14,BM12
CPT_289_S23,BM12
CPT_289_S32,BM12
CPT_289_S41,BM12
CPT_289_S50,BM12
CPT_299_P05,BM12
CPT_299_P14,BM12
CPT_299_P23,BM12
CPT_299_P32,BM12
CPT_299_P41,BM12
CPT_299_P50,BM12
CPT_299_S05,BM12
CPT_299_S14,BM12
CPT_299_S23,BM12
CPT_299_S32,BM12
CPT_299_S41,BM12
CPT_299_S50,BM12
CPT_307_P05,BM12
CPT_307_P14,BM12
CPT_307_P23,BM12
CPT_307_S05,BM12
CPT_307_S14,BM12
CPT_307_S23,BM12
CPT_307_S32,BM12
CPT_307_S41,BM12
CPT_307_S50,BM12
CPT_316_P05,BM12
CPT_316_P14,BM12
CPT_316_P23,BM12
CPT_316_P32,BM12
CPT_316_P41,BM12
CPT_316_P50,BM12
CPT_316_S05,BM12
CPT_316_S14,BM12
CPT_316_S23,BM12
CPT_316_S32,BM12
CPT_316_S41,BM12
CPT_316_S50,BM12
CPT_335_P05,BM12
CPT_335_P14,BM12
CPT_335_P23,BM12
CPT_335_P32,BM12
CPT_335_P41,BM12
CPT_335_P50,BM12
CPT_335_S05,BM12
CPT_335_S14,BM12
CPT_335_S23,BM12
CPT_335_S32,BM12
CPT_335_S41,BM12
CPT_335_S50,BM12
CPT_042_P32,BM12
CPT_042_P41,BM12
CPT_042_P50,BM12
CPT_307_P32,BM12
CPT_307_P41,BM12
CPT_307_P50,BM12
CPT_070_P05,BM13
CPT_070_P14,BM13
CPT_070_P23,BM13
CPT_070_P32,BM13
CPT_070_P41,BM13
CPT_070_P50,BM13
CPT_070_S05,BM13
CPT_070_S14,BM13
CPT_070_S23,BM13
CPT_070_S32,BM13
CPT_070_S41,BM13
CPT_070_S50,BM13
CPT_099_P05,BM13
CPT_099_P14,BM13
CPT_099_P23,BM13
CPT_099_P32,BM13
CPT_099_P41,BM13
CPT_099_P50,BM13
CPT_099_S05,BM13
CPT_099_S14,BM13
CPT_099_S23,BM13
CPT_099_S32,BM13
CPT_099_S41,BM13
CPT_099_S50,BM13
CPT_103_P05,BM13
CPT_103_P14,BM13
CPT_103_P23,BM13
CPT_103_P32,BM13
CPT_103_P41,BM13
CPT_103_P50,BM13
CPT_103_S05,BM13
CPT_103_S14,BM13
CPT_103_S23,BM13
CPT_103_S32,BM13
CPT_103_S41,BM13
CPT_103_S50,BM13
CPT_112_P05,BM13
CPT_112_P14,BM13
CPT_112_P23,BM13
CPT_112_P32,BM13
CPT_112_P41,BM13
CPT_112_P50,BM13
CPT_112_S05,BM13
CPT_112_S14,BM13
CPT_112_S23,BM13
CPT_112_S32,BM13
CPT_112_S41,BM13
CPT_112_S50,BM13
CPT_130_P05,BM13
CPT_130_P14,BM13
CPT_130_P23,BM13
CPT_130_P32,BM13
CPT_130_P41,BM13
CPT_130_P50,BM13
CPT_130_S05,BM13
CPT_130_S14,BM13
CPT_130_S23,BM13
CPT_130_S32,BM13
CPT_130_S41,BM13
CPT_130_S50,BM13
CPT_132_P05,BM13
CPT_132_P14,BM13
CPT_132_P23,BM13
CPT_132_P32,BM13
CPT_132_P41,BM13
CPT_132_P50,BM13
CPT_132_S05,BM13
CPT_132_S14,BM13
CPT_132_S23,BM13
CPT_132_S32,BM13
CPT_132_S41,BM13
CPT_132_S50,BM13
CPT_154_P05,BM13
CPT_154_P14,BM13
CPT_154_P23,BM13
CPT_154_P32,BM13
CPT_154_P41,BM13
CPT_154_P50,BM13
CPT_154_S05,BM13
CPT_154_S14,BM13
CPT_154_S23,BM13
CPT_154_S32,BM13
CPT_154_S41,BM13
CPT_154_S50,BM13
CPT_165_P05,BM13
CPT_165_P14,BM13
CPT_165_P23,BM13
CPT_165_P32,BM13
CPT_165_P41,BM13
CPT_165_P50,BM13
CPT_165_S05,BM13
CPT_165_S14,BM13
CPT_165_S23,BM13
CPT_165_S32,BM13
CPT_165_S41,BM13
CPT_165_S50,BM13
CPT_174_P05,BM13
CPT_174_P14,BM13
CPT_174_P23,BM13
CPT_174_P32,BM13
CPT_174_P41,BM13
CPT_174_P50,BM13
CPT_174_S05,BM13
CPT_174_S14,BM13
CPT_174_S23,BM13
CPT_174_S32,BM13
CPT_174_S41,BM13
CPT_174_S50,BM13
CPT_185_P05,BM13
CPT_185_P14,BM13
CPT_185_P23,BM13
CPT_185_P32,BM13
CPT_185_P41,BM13
CPT_185_P50,BM13
CPT_185_S05,BM13
CPT_185_S14,BM13
CPT_185_S23,BM13
CPT_185_S32,BM13
CPT_185_S41,BM13
CPT_185_S50,BM13
CPT_205_P05,BM13
CPT_205_P14,BM13
CPT_205_P23,BM13
CPT_205_P32,BM13
CPT_205_P41,BM13
CPT_205_P50,BM13
CPT_205_S05,BM13
CPT_205_S14,BM13
CPT_205_S23,BM13
CPT_205_S32,BM13
CPT_205_S41,BM13
CPT_205_S50,BM13
CPT_231_P05,BM13
CPT_231_P14,BM13
CPT_231_P23,BM13
CPT_231_P32,BM13
CPT_231_P41,BM13
CPT_231_P50,BM13
CPT_231_S05,BM13
CPT_231_S14,BM13
CPT_231_S23,BM13
CPT_231_S32,BM13
CPT_231_S41,BM13
CPT_231_S50,BM13
CPT_243_P05,BM13
CPT_243_P14,BM13
CPT_243_P23,BM13
CPT_243_P32,BM13
CPT_243_P41,BM13
CPT_243_P50,BM13
CPT_243_S05,BM13
CPT_243_S14,BM13
CPT_243_S23,BM13
CPT_243_S32,BM13
CPT_243_S41,BM13
CPT_243_S50,BM13
CPT_248_P05,BM13
CPT_248_P14,BM13
CPT_248_P23,BM13
CPT_248_P32,BM13
CPT_248_P41,BM13
CPT_248_P50,BM13
CPT_248_S05,BM13
CPT_248_S14,BM13
CPT_248_S23,BM13
CPT_248_S32,BM13
CPT_248_S41,BM13
CPT_248_S50,BM13
CPT_269_P05,BM13
CPT_269_P14,BM13
CPT_269_P23,BM13
CPT_269_P32,BM13
CPT_269_P41,BM13
CPT_269_P50,BM13
CPT_269_S05,BM13
CPT_269_S14,BM13
CPT_269_S23,BM13
CPT_269_S32,BM13
CPT_269_S41,BM13
CPT_269_S50,BM13
CPT_276_P05,BM13
CPT_276_P14,BM13
CPT_276_P23,BM13
CPT_276_P32,BM13
CPT_276_P41,BM13
CPT_276_P50,BM13
CPT_276_S05,BM13
CPT_276_S14,BM13
CPT_276_S23,BM13
CPT_276_S32,BM13
CPT_276_S41,BM13
CPT_276_S50,BM13
CPT_304_P05,BM13
CPT_304_P14,BM13
CPT_304_P23,BM13
CPT_304_P32,BM13
CPT_304_P41,BM13
CPT_304_P50,BM13
CPT_304_S05,BM13
CPT_304_S14,BM13
CPT_304_S23,BM13
CPT_304_S32,BM13
CPT_304_S41,BM13
CPT_304_S50,BM13
CPT_320_P05,BM13
CPT_320_P14,BM13
CPT_320_P23,BM13
CPT_320_P32,BM13
CPT_320_P41,BM13
CPT_320_P50,BM13
CPT_320_S05,BM13
CPT_320_S14,BM13
CPT_320_S23,BM13
CPT_320_S32,BM13
CPT_320_S41,BM13
CPT_320_S50,BM13
CPT_075_P05,BM14
CPT_075_P14,BM14
CPT_075_P23,BM14
CPT_075_P32,BM14
CPT_075_P41,BM14
CPT_075_P50,BM14
CPT_075_S05,BM14
CPT_075_S14,BM14
CPT_075_S23,BM14
CPT_075_S32,BM14
CPT_075_S41,BM14
CPT_075_S50,BM14
CPT_080_P05,BM14
CPT_080_P14,BM14
CPT_080_P23,BM14
CPT_080_P32,BM14
CPT_080_P41,BM14
CPT_080_P50,BM14
CPT_080_S05,BM14
CPT_080_S14,BM14
CPT_080_S23,BM14
CPT_080_S32,BM14
CPT_080_S41,BM14
CPT_080_S50,BM14
CPT_082_P05,BM14
CPT_082_P14,BM14
CPT_082_P23,BM14
CPT_082_P32,BM14
CPT_082_P41,BM14
CPT_082_P50,BM14
CPT_082_S05,BM14
CPT_082_S14,BM14
CPT_082_S23,BM14
CPT_082_S32,BM14
CPT_082_S41,BM14
CPT_082_S50,BM14
CPT_091_P05,BM14
CPT_091_P14,BM14
CPT_091_P23,BM14
CPT_091_P32,BM14
CPT_091_P41,BM14
CPT_091_P50,BM14
CPT_091_S05,BM14
CPT_091_S14,BM14
CPT_091_S23,BM14
CPT_091_S32,BM14
CPT_091_S41,BM14
CPT_091_S50,BM14
CPT_093_P05,BM14
CPT_093_P14,BM14
CPT_093_P23,BM14
CPT_093_P32,BM14
CPT_093_P41,BM14
CPT_093_P50,BM14
CPT_093_S05,BM14
CPT_093_S14,BM14
CPT_093_S23,BM14
CPT_093_S32,BM14
CPT_093_S41,BM14
CPT_093_S50,BM14
CPT_100_P05,BM14
CPT_100_P14,BM14
CPT_100_P23,BM14
CPT_100_P32,BM14
CPT_100_P41,BM14
CPT_100_P50,BM14
CPT_100_S05,BM14
CPT_100_S14,BM14
CPT_100_S23,BM14
CPT_100_S32,BM14
CPT_100_S41,BM14
CPT_100_S50,BM14
CPT_126_P05,BM14
CPT_126_P14,BM14
CPT_126_P23,BM14
CPT_126_P32,BM14
CPT_126_P41,BM14
CPT_126_P50,BM14
CPT_126_S05,BM14
CPT_126_S14,BM14
CPT_126_S23,BM14
CPT_126_S32,BM14
CPT_126_S41,BM14
CPT_126_S50,BM14
CPT_135_P05,BM14
CPT_135_P14,BM14
CPT_135_P23,BM14
CPT_135_P32,BM14
CPT_135_P41,BM14
CPT_135_P50,BM14
CPT_135_S05,BM14
CPT_135_S14,BM14
CPT_135_S23,BM14
CPT_135_S32,BM14
CPT_135_S41,BM14
CPT_135_S50,BM14
CPT_139_P05,BM14
CPT_139_P14,BM14
CPT_139_P23,BM14
CPT_139_P32,BM14
CPT_139_P41,BM14
CPT_139_P50,BM14
CPT_139_S05,BM14
CPT_139_S14,BM14
CPT_139_S23,BM14
CPT_139_S32,BM14
CPT_139_S41,BM14
CPT_139_S50,BM14
CPT_142_P05,BM14
CPT_142_P14,BM14
CPT_142_P23,BM14
CPT_142_P32,BM14
CPT_142_P41,BM14
CPT_142_P50,BM14
CPT_142_S05,BM14
CPT_142_S14,BM14
CPT_142_S23,BM14
CPT_142_S32,BM14
CPT_142_S41,BM14
CPT_142_S50,BM14
CPT_161_P05,BM14
CPT_161_P14,BM14
CPT_161_P23,BM14
CPT_161_P32,BM14
CPT_161_P41,BM14
CPT_161_P50,BM14
CPT_161_S05,BM14
CPT_161_S14,BM14
CPT_161_S23,BM14
CPT_161_S32,BM14
CPT_161_S41,BM14
CPT_161_S50,BM14
CPT_178_P05,BM14
CPT_178_P14,BM14
CPT_178_P23,BM14
CPT_178_P32,BM14
CPT_178_P41,BM14
CPT_178_P50,BM14
CPT_178_S05,BM14
CPT_178_S14,BM14
CPT_178_S23,BM14
CPT_178_S32,BM14
CPT_178_S41,BM14
CPT_178_S50,BM14
CPT_201_P05,BM14
CPT_201_P14,BM14
CPT_201_P23,BM14
CPT_201_P32,BM14
CPT_201_P41,BM14
CPT_201_P50,BM14
CPT_201_S05,BM14
CPT_201_S14,BM14
CPT_201_S23,BM14
CPT_201_S32,BM14
CPT_201_S41,BM14
CPT_201_S50,BM14
CPT_204_P05,BM14
CPT_204_P14,BM14
CPT_204_P23,BM14
CPT_204_P32,BM14
CPT_204_P41,BM14
CPT_204_P50,BM14
CPT_204_S05,BM14
CPT_204_S14,BM14
CPT_204_S23,BM14
CPT_204_S32,BM14
CPT_204_S41,BM14
CPT_204_S50,BM14
CPT_209_P05,BM14
CPT_209_P14,BM14
CPT_209_P23,BM14
CPT_209_P32,BM14
CPT_209_P41,BM14
CPT_209_P50,BM14
CPT_209_S05,BM14
CPT_209_S14,BM14
CPT_209_S23,BM14
CPT_209_S32,BM14
CPT_209_S41,BM14
CPT_209_S50,BM14
CPT_236_P05,BM14
CPT_236_P14,BM14
CPT_236_P23,BM14
CPT_236_P32,BM14
CPT_236_P41,BM14
CPT_236_P50,BM14
CPT_236_S05,BM14
CPT_236_S14,BM14
CPT_236_S23,BM14
CPT_236_S32,BM14
CPT_236_S41,BM14
CPT_236_S50,BM14
CPT_264_P05,BM14
CPT_264_P14,BM14
CPT_264_P23,BM14
CPT_264_P32,BM14
CPT_264_P41,BM14
CPT_264_P50,BM14
CPT_264_S05,BM14
CPT_264_S14,BM14
CPT_264_S23,BM14
CPT_264_S32,BM14
CPT_264_S41,BM14
CPT_264_S50,BM14
CPT_275_P05,BM14
CPT_275_P14,BM14
CPT_275_P23,BM14
CPT_275_P32,BM14
CPT_275_P41,BM14
CPT_275_P50,BM14
CPT_275_S05,BM14
CPT_275_S14,BM14
CPT_275_S23,BM14
CPT_275_S32,BM14
CPT_275_S41,BM14
CPT_275_S50,BM14
CPT_284_P05,BM14
CPT_284_P14,BM14
CPT_284_P23,BM14
CPT_284_P32,BM14
CPT_284_P41,BM14
CPT_284_P50,BM14
CPT_284_S05,BM14
CPT_284_S14,BM14
CPT_284_S23,BM14
CPT_284_S32,BM14
CPT_284_S41,BM14
CPT_284_S50,BM14
CPT_290_P05,BM14
CPT_290_P14,BM14
CPT_290_P23,BM14
CPT_290_P32,BM14
CPT_290_P41,BM14
CPT_290_P50,BM14
CPT_290_S05,BM14
CPT_290_S14,BM14
CPT_290_S23,BM14
CPT_290_S32,BM14
CPT_290_S41,BM14
CPT_290_S50,BM14
CPT_294_P05,BM14
CPT_294_P14,BM14
CPT_294_P23,BM14
CPT_294_P32,BM14
CPT_294_P41,BM14
CPT_294_P50,BM14
CPT_294_S05,BM14
CPT_294_S14,BM14
CPT_294_S23,BM14
CPT_294_S32,BM14
CPT_294_S41,BM14
CPT_294_S50,BM14
CPT_314_P05,BM14
CPT_314_P14,BM14
CPT_314_P23,BM14
CPT_314_P32,BM14
CPT_314_P41,BM14
CPT_314_P50,BM14
CPT_314_S05,BM14
CPT_314_S14,BM14
CPT_314_S23,BM14
CPT_314_S32,BM14
CPT_314_S41,BM14
CPT_314_S50,BM14
CPT_334_P05,BM14
CPT_334_P14,BM14
CPT_334_P23,BM14
CPT_334_P32,BM14
CPT_334_P41,BM14
CPT_334_P50,BM14
CPT_334_S05,BM14
CPT_334_S14,BM14
CPT_334_S23,BM14
CPT_334_S32,BM14
CPT_334_S41,BM14
CPT_334_S50,BM14
CPT_039_P05,BM15
CPT_039_P14,BM15
CPT_039_P23,BM15
CPT_039_P32,BM15
CPT_039_P41,BM15
CPT_039_P50,BM15
CPT_039_S05,BM15
CPT_039_S14,BM15
CPT_039_S23,BM15
CPT_039_S32,BM15
CPT_039_S41,BM15
CPT_039_S50,BM15
CPT_051_P05,BM15
CPT_051_P14,BM15
CPT_051_P23,BM15
CPT_051_P32,BM15
CPT_051_P41,BM15
CPT_051_P50,BM15
CPT_051_S05,BM15
CPT_051_S14,BM15
CPT_051_S23,BM15
CPT_051_S32,BM15
CPT_051_S41,BM15
CPT_051_S50,BM15
CPT_137_P05,BM15
CPT_137_P14,BM15
CPT_137_P23,BM15
CPT_137_P32,BM15
CPT_137_P41,BM15
CPT_137_P50,BM15
CPT_137_S05,BM15
CPT_137_S14,BM15
CPT_137_S23,BM15
CPT_137_S32,BM15
CPT_137_S41,BM15
CPT_137_S50,BM15
CPT_140_P05,BM15
CPT_140_P14,BM15
CPT_140_P23,BM15
CPT_140_P32,BM15
CPT_140_P41,BM15
CPT_140_P50,BM15
CPT_140_S05,BM15
CPT_140_S14,BM15
CPT_140_S23,BM15
CPT_140_S32,BM15
CPT_140_S41,BM15
CPT_140_S50,BM15
CPT_160_P05,BM15
CPT_160_P14,BM15
CPT_160_P23,BM15
CPT_160_P32,BM15
CPT_160_P41,BM15
CPT_160_P50,BM15
CPT_160_S05,BM15
CPT_160_S14,BM15
CPT_160_S23,BM15
CPT_160_S32,BM15
CPT_160_S41,BM15
CPT_160_S50,BM15
CPT_187_P05,BM15
CPT_187_P14,BM15
CPT_187_P23,BM15
CPT_187_P32,BM15
CPT_187_P41,BM15
CPT_187_P50,BM15
CPT_187_S05,BM15
CPT_187_S14,BM15
CPT_187_S23,BM15
CPT_187_S32,BM15
CPT_187_S41,BM15
CPT_187_S50,BM15
CPT_197_P05,BM15
CPT_197_P14,BM15
CPT_197_P23,BM15
CPT_197_P32,BM15
CPT_197_P41,BM15
CPT_197_P50,BM15
CPT_197_S05,BM15
CPT_197_S14,BM15
CPT_197_S23,BM15
CPT_197_S32,BM15
CPT_197_S41,BM15
CPT_197_S50,BM15
CPT_203_P05,BM15
CPT_203_P14,BM15
CPT_203_P23,BM15
CPT_203_P32,BM15
CPT_203_P41,BM15
CPT_203_P50,BM15
CPT_203_S05,BM15
CPT_203_S14,BM15
CPT_203_S23,BM15
CPT_203_S32,BM15
CPT_203_S41,BM15
CPT_203_S50,BM15
CPT_208_S32,BM15
CPT_208_S41,BM15
CPT_208_S50,BM15
CPT_213_P05,BM15
CPT_213_P14,BM15
CPT_213_P23,BM15
CPT_213_P32,BM15
CPT_213_P41,BM15
CPT_213_P50,BM15
CPT_213_S05,BM15
CPT_213_S14,BM15
CPT_213_S23,BM15
CPT_213_S32,BM15
CPT_213_S41,BM15
CPT_213_S50,BM15
CPT_226_P05,BM15
CPT_226_P14,BM15
CPT_226_P23,BM15
CPT_226_P32,BM15
CPT_226_P41,BM15
CPT_226_P50,BM15
CPT_226_S05,BM15
CPT_226_S14,BM15
CPT_226_S23,BM15
CPT_226_S32,BM15
CPT_226_S41,BM15
CPT_226_S50,BM15
CPT_237_P05,BM15
CPT_237_P14,BM15
CPT_237_P23,BM15
CPT_237_P32,BM15
CPT_237_P41,BM15
CPT_237_P50,BM15
CPT_237_S05,BM15
CPT_237_S14,BM15
CPT_237_S23,BM15
CPT_237_S32,BM15
CPT_237_S41,BM15
CPT_237_S50,BM15
CPT_274_P05,BM15
CPT_274_P14,BM15
CPT_274_P23,BM15
CPT_274_P32,BM15
CPT_274_P41,BM15
CPT_274_P50,BM15
CPT_274_S05,BM15
CPT_274_S14,BM15
CPT_274_S23,BM15
CPT_274_S32,BM15
CPT_274_S41,BM15
CPT_274_S50,BM15
CPT_288_P05,BM15
CPT_288_P14,BM15
CPT_288_P23,BM15
CPT_288_P32,BM15
CPT_288_P41,BM15
CPT_288_P50,BM15
CPT_288_S05,BM15
CPT_288_S14,BM15
CPT_288_S23,BM15
CPT_288_S32,BM15
CPT_288_S41,BM15
CPT_288_S50,BM15
CPT_301_P05,BM15
CPT_301_P14,BM15
CPT_301_P23,BM15
CPT_301_P32,BM15
CPT_301_P41,BM15
CPT_301_P50,BM15
CPT_301_S05,BM15
CPT_301_S14,BM15
CPT_301_S23,BM15
CPT_301_S32,BM15
CPT_301_S41,BM15
CPT_301_S50,BM15
CPT_303_P05,BM15
CPT_303_P14,BM15
CPT_303_P23,BM15
CPT_303_P32,BM15
CPT_303_P41,BM15
CPT_303_P50,BM15
CPT_303_S05,BM15
CPT_303_S14,BM15
CPT_303_S23,BM15
CPT_303_S32,BM15
CPT_303_S41,BM15
CPT_303_S50,BM15
CPT_311_P05,BM15
CPT_311_P14,BM15
CPT_311_P23,BM15
CPT_311_P32,BM15
CPT_311_P41,BM15
CPT_311_P50,BM15
CPT_311_S05,BM15
CPT_311_S14,BM15
CPT_311_S23,BM15
CPT_311_S32,BM15
CPT_311_S41,BM15
CPT_311_S50,BM15
CPT_162_P05,BM16
CPT_162_P14,BM16
CPT_162_P23,BM16
CPT_162_P32,BM16
CPT_162_P41,BM16
CPT_162_P50,BM16
CPT_162_S05,BM16
CPT_162_S14,BM16
CPT_162_S23,BM16
CPT_162_S32,BM16
CPT_162_S41,BM16
CPT_162_S50,BM16
CPT_040_P05,BM16
CPT_040_P14,BM16
CPT_040_P23,BM16
CPT_040_P32,BM16
CPT_040_P41,BM16
CPT_040_P50,BM16
CPT_040_S05,BM16
CPT_040_S14,BM16
CPT_040_S23,BM16
CPT_040_S32,BM16
CPT_040_S41,BM16
CPT_040_S50,BM16
CPT_078_P05,BM16
CPT_078_P14,BM16
CPT_078_P23,BM16
CPT_078_P32,BM16
CPT_078_P41,BM16
CPT_078_P50,BM16
CPT_078_S05,BM16
CPT_078_S14,BM16
CPT_078_S23,BM16
CPT_078_S32,BM16
CPT_078_S41,BM16
CPT_078_S50,BM16
CPT_098_P05,BM16
CPT_098_P14,BM16
CPT_098_P23,BM16
CPT_098_P32,BM16
CPT_098_P41,BM16
CPT_098_P50,BM16
CPT_098_S05,BM16
CPT_098_S14,BM16
CPT_098_S23,BM16
CPT_098_S32,BM16
CPT_098_S41,BM16
CPT_098_S50,BM16
CPT_111_P05,BM16
CPT_111_P14,BM16
CPT_111_P23,BM16
CPT_111_P32,BM16
CPT_111_P41,BM16
CPT_111_P50,BM16
CPT_111_S05,BM16
CPT_111_S14,BM16
CPT_111_S23,BM16
CPT_111_S32,BM16
CPT_111_S41,BM16
CPT_111_S50,BM16
CPT_128_P05,BM16
CPT_128_P14,BM16
CPT_128_P23,BM16
CPT_128_P32,BM16
CPT_128_P41,BM16
CPT_128_P50,BM16
CPT_128_S05,BM16
CPT_128_S14,BM16
CPT_128_S23,BM16
CPT_128_S32,BM16
CPT_128_S41,BM16
CPT_128_S50,BM16
CPT_129_P05,BM16
CPT_129_P14,BM16
CPT_129_P23,BM16
CPT_129_P32,BM16
CPT_129_P41,BM16
